timestamp,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2018-01-01 00:00:00,12451.530608395291,7699.431109402409,14549.264442836102,61978.10590611707,14465.877532255923,5806.549184285948,2146.0222742656756,29918.630660031005,25069.82142364753,11389.899575945505,5532.6399293314225,23895.286490004524,24243.020432075056,8008.904489006806,15265.732901830022,17919.347978050784,11046.593740668226,13193.674486101725,2338.8787110878743,22883.668397477715,14547.052193328618,13307.08012461551,6195.076455141043,3337.7127897078662,24386.121761489932,2858.6816788385536,7250.949278584144,2008.25817245694,14679.061516427006,4090.360620503894,6203.291538813697,34459.15942722101,29520.569906061904,11972.385806557608,10494.962084452152,24893.073789689697,1524.535028210304,14276.99261998302,2664.9024463757155,17710.294372952725,67103.65126812391,7585.2871179161575,19833.05156641987,1103.999115278877,17992.762698290593,11955.676182423309,4844.762949560134,2630.2222104891634
2018-01-01 01:00:00,15308.681260277417,9409.82018439308,14218.370995644415,60406.015237287495,13958.873951445992,5567.899595180123,2238.24513526941,27891.273142831305,25694.4714960059,12208.991101868025,5350.393811007185,29165.202204579553,24461.35218425164,7479.137209312367,15604.43456070142,20881.129177975712,10893.815666623945,13478.787756937752,2194.0735539629286,22212.42733454987,14788.90295011158,14684.372529866216,8125.950409320546,3200.342488463796,25129.49484670537,2774.264238592913,6425.491827313832,1919.407948318879,15090.780259957657,3874.0829093718617,6173.237663144893,36245.342396968066,29979.55310385344,12369.744598052957,10108.673970141874,24669.24300640624,1482.9023961274765,14507.953901728375,2700.2971413907203,20924.143038508384,79947.13475331961,7355.727226743216,20388.696867400853,1023.9694263045827,17316.156943123908,13268.27361294621,4869.179412313384,2555.0295914975313
2018-01-01 02:00:00,15755.33188556921,9872.043234423827,11579.8664917928,58122.035907875776,12753.648907547384,5328.8032289256735,2211.639385959547,27194.872339719455,25409.447940726983,12356.13639066812,5193.055245092249,30561.783450260704,23977.98080331101,7477.896420723105,15351.852620379294,21633.037669367044,10516.163849839577,13210.610828939854,2079.9437210548895,21197.084191148064,14465.100088865636,14827.480957145155,8467.610794109682,3113.426407698005,25251.83314147285,2729.190355644207,6373.65563744095,1855.7871685599275,14716.731382603142,3763.0648997101266,6040.161269175327,35426.53464037854,29355.275981056115,12703.575599847183,9765.978811554134,23827.452510947187,1441.3444722545278,14448.827643031456,2709.42548265396,21418.253794393375,83951.87200177899,6452.6314607645345,20295.406425432495,971.6288590563804,16688.882666087247,13268.36662277085,4738.33969328639,2465.318035141795
2018-01-01 03:00:00,15460.485894529307,9725.149337994484,10799.518796202654,52194.740870345566,12027.523460297694,5097.097249490248,2223.8690519128468,26881.12626663891,25578.988354107347,12028.026127741412,4832.61528497186,29994.58782198513,23345.71934543924,7347.026905359746,15007.399230270836,20916.259813576165,10213.140822974867,13162.78567650284,1983.7565423702138,20361.952464502603,14108.704083575847,14718.738307540614,8395.953808588305,2993.382479047137,25486.788529631773,2696.1740004577323,6200.981841073297,1787.8160085254203,14462.644095776956,3504.1098699832864,5214.20135973263,34408.59109088438,28871.48266885184,12611.467935606273,9258.126066132749,23169.464846895422,1399.0311151122232,14411.500450671841,2721.9033694893956,20991.169546906553,82656.87881426679,6042.11073745927,20192.585798800814,914.0297171628596,16237.539877026707,12957.665434666334,4593.753466936617,2387.7308412542225
2018-01-01 04:00:00,15349.06772485703,9634.276113283006,10417.259909411516,47227.432813955864,12010.611531090979,5092.919872745882,2263.046120492135,27031.95727996899,26160.754424296134,11849.316337357937,4634.648545178583,29653.373545332845,23075.369250353546,7237.514061035542,14809.41689692868,20219.36218139872,10234.017035176887,13335.429973288557,1947.2505007144773,20236.059236822304,13802.489222352551,14593.397431731475,8314.95862928653,2873.8170895126195,26393.689886557,2681.1207027710466,6070.2845891824545,1765.4071407772012,14777.086106927574,3462.8019516659815,4692.191146076622,34810.17106023864,29049.931778456867,12582.646969090067,8652.329371094926,23529.63961343089,1407.5218365976718,14624.779337950642,2734.6528656646874,20892.60219959426,81475.29622725587,5759.530547033318,20531.078758556607,895.8299429491871,15296.579996916083,12800.28534233923,4606.942756839132,2395.035352527666
2018-01-01 05:00:00,15576.775063245186,9762.018508585801,10487.372861634753,45225.61024056865,11865.268858994295,5304.322460014284,2364.08608484112,28217.84966395766,27131.49881486631,11963.169254023791,4516.316583623425,30471.933392821546,23174.703325815826,7303.616940355996,14811.475149809052,19892.419704787895,10683.485232576722,13951.513060507976,2003.1461447754075,20251.97743715482,13783.878908183004,14815.93828486816,8352.37298637458,2832.2743635155,28093.983155831895,2727.1522991145475,6121.217112937458,1828.0755790383096,15513.312592172553,3401.9396475539597,4603.083717760973,36117.25953645264,29911.07079321564,12824.304711764926,8448.544809957577,24671.01558768195,1464.6558597316343,15349.305721117924,2785.286581111813,21289.735948871727,82509.39319388333,5738.689979048457,21569.439272457807,917.6767246310869,14819.610868602118,12951.716029175434,4787.070629887008,2304.9891057045074
2018-01-01 06:00:00,16136.641764767108,10171.958509040105,10584.437073431138,43930.28379252953,12036.764728724744,5630.085802899531,2507.229327022166,29386.828219968113,28305.668367287723,12289.60265838873,4503.528599057525,31442.353739020073,23792.463803225357,7548.27063358892,15158.010330251565,20388.111341551747,11225.022147590242,14776.365833881498,2073.582938215033,20890.59708750851,14251.464621345232,15539.711266995515,8683.109992165133,2836.738580013563,29718.543923785608,2821.259651109987,6301.114072439779,1919.6718324255125,16197.903328961344,3463.9059504892575,4577.522363798526,37374.955849386555,30815.27747584579,13369.472177401994,8337.627426086836,25840.19735542295,1549.3035640547623,15855.805014524674,2874.888839120537,21974.78268821118,85340.46670997917,5805.232756885398,22740.0311390907,953.3076169950307,14543.944729322562,13364.433076342766,4882.907587937179,2254.018237951725
2018-01-01 07:00:00,16378.786701832474,10434.527969467059,11118.97482402776,43484.06555567993,12610.539502585289,6014.717101247057,2643.860241769812,31958.323233153384,30122.176366103376,12677.82876564347,4634.044076791258,32826.10271833488,24316.884313193936,7855.383481451332,15627.990901577168,20510.476081556055,11732.433918234781,15744.251574769394,2227.9153587070346,21440.62665395954,14755.413327066539,16394.99217041218,9007.071348926678,2879.0517807486867,31277.291891546,2911.5917081573625,6583.1820720805545,2025.9457539183463,16828.643027541137,3679.5432310423907,4670.493128066087,39139.469522957166,31950.569226199295,13699.63902515548,8526.871642494913,27243.82972713002,1651.4657465409084,16579.09702035442,2969.751291099946,22726.464942400136,88470.73221224952,6047.167309506948,24075.31099443705,1012.6940414015164,14799.11848423971,13814.388514463879,5115.453920138384,2270.458727098974
2018-01-01 08:00:00,17173.22378996318,10986.816187902925,11790.938657076238,44741.68856474797,13022.86009024918,6125.308888795304,2672.30444534598,33267.38582402698,30369.59475905893,12943.115024640741,4824.408414393103,34128.32667177179,24798.227227146897,8151.1275406088735,15960.46155784559,21606.369226340263,12057.185202648747,15629.149200102283,2346.7993480778373,22208.23233049487,15250.68579081379,17116.162295341735,9372.224910689409,2967.783982853065,30588.11081585574,2967.6180139656153,6831.52949775651,2134.5519017420725,17084.13868826478,3889.9358115807504,4971.772269401652,39498.08574166736,32420.876020162283,14527.302585820486,9030.19903691414,27786.722057008665,1668.1113567218993,16163.395576222207,2995.7962041228243,23425.565755738597,93532.83774581255,6362.194243626677,23894.259854055214,1104.080847852617,15686.587747979953,14168.014866546655,5097.46762274628,2242.1924307065324
2018-01-01 09:00:00,17494.220005624276,11013.839958621571,13040.002516490178,46750.16931502794,13367.257417475445,6498.034598388163,2675.671067019572,35860.47748404416,30707.643379933023,12882.857239231716,5066.351086360131,34659.9146916039,24943.167425547304,8187.865401203345,16043.328039981672,21603.841778692073,12734.228762277638,15367.42598915803,2595.5578022289715,22585.5008662534,15592.196345274153,17288.377756560556,9334.117754667266,3128.568256284363,29801.74290126163,3014.1094962644765,6772.043413682272,2321.0622102360862,17481.180040779658,4200.852916882396,5154.085497121957,39982.24760524828,33558.40069765022,14712.773353787246,9594.847256559668,28716.758357274004,1766.8885290847986,16085.97815268247,3035.7800948208637,23494.029795973573,94820.91994223993,6862.919870020649,23516.538705573057,1215.6491720392137,16688.951898381936,14481.706153738778,5225.305042224351,2224.2444761292963
2018-01-01 10:00:00,17591.477764125342,11153.606880453724,13118.435010054254,51098.70530413922,13409.700505717836,6841.847985994534,2647.581288851172,39259.175343972944,30906.557091438353,13147.190849644952,5239.867420075558,35347.88712861834,25488.779919892542,8370.397215797462,16079.160499969537,22201.568042403196,13342.763546718099,15246.399678061214,2791.3465697256165,23540.269987946886,16313.736776773168,17737.246060850128,9577.456109031044,3251.273582934779,28921.334760107788,3126.9105355087645,6825.876728787411,2506.0497387715795,17741.470944899564,4308.451438167369,5335.0315619136945,40425.52261290879,34380.82269702451,14596.922965693964,10527.592394146048,29557.86961512819,1823.9191249416526,15800.391180847213,3145.4113969074506,23630.842811472376,96222.63050296956,7118.26045787096,22941.86344592026,1341.181875826435,18225.31056342768,15083.61851931919,5227.3984710141995,2283.386664501348
2018-01-01 11:00:00,17604.49628221777,11019.694836471073,12552.117677837017,52618.18441864198,13677.392003539635,7205.593182846404,2709.050241500513,42096.043705444754,31732.551486032025,13364.382877495063,5353.945140968262,35572.0213645291,25822.27790419916,8460.266197148476,16102.304880730502,22320.420978422768,14079.861055367925,15894.65283461253,2998.600771904341,24488.722425283366,16842.152829787803,18005.69819462294,9659.852312902069,3423.848092957676,29140.52491291732,3217.9478458892113,6834.778174238671,2690.9239564280797,18256.105171139705,4488.323376529449,5391.930456265189,41543.72108976433,35709.05666034266,14176.590208991594,10923.0837700004,30765.160235642106,1929.0643932218604,15931.003767505086,3246.318268330055,23688.6270088805,95504.73214912374,7273.195921490719,23304.929831005124,1462.758573626967,18763.1300316596,15521.206771116678,5451.187168395396,2422.7003863045825
2018-01-01 12:00:00,17831.556358282298,11181.869349590044,12399.562471626028,54646.27432826503,13724.575182937922,7444.876367672535,2744.862279027162,44395.27834199874,31825.438286608834,13620.75022928885,5430.678372606723,36066.57939888575,26414.25080131651,8602.277218997822,16500.967675819204,22668.01139411536,14459.53580178863,16318.993750248914,3151.8973368899296,25620.52254978032,17611.68149225554,18505.337944113387,9839.70026848564,3587.8741487504276,28854.56023795693,3324.9347605366065,6846.447056365979,2814.7916414790543,18570.537417919306,4548.952288479629,5504.845428710388,41974.19668644331,36857.15602727917,14117.221120849106,11161.646240054037,31408.39930234181,1988.5361511457459,15850.900185917888,3303.110902636663,23988.861033089695,96094.49879313624,7463.480824487736,23602.401065739625,1529.8050976440368,19468.541456518742,16111.971428058314,5647.1468389870915,2527.1754232074895
2018-01-01 13:00:00,17518.424944606715,11198.50439708785,12759.991401998255,56341.38914672856,14134.929961276977,7369.440693344923,2663.866228506472,44754.20673828428,30720.264180426246,13738.282625472464,5577.29448885914,36097.19145075208,27021.60674925786,8710.924513118043,16720.225572964202,22783.729175644483,14230.417310807787,16062.203027659303,3157.7346969474647,26410.242780405835,18157.990846016706,18762.652108434442,9952.482912089228,3779.443668893272,27576.391823896738,3366.2899693557665,6867.3971678672115,2793.139895061927,18163.465198469243,4758.723232764478,5512.641571638738,41332.61981042834,36692.25314259376,13924.391673649188,11010.838036699448,30878.057941957966,1965.9721474367745,15139.728442236068,3379.2250427187296,23583.4972446884,95822.41634910357,7708.837314723642,23014.099217076524,1524.6101971562389,19516.798389759686,16560.12225477105,5620.432649441982,2673.4229456852217
2018-01-01 14:00:00,17191.15657848376,10896.82139166166,12996.7287280189,59251.17188741379,14238.273843671257,7402.280808457128,2667.4205846381683,44791.61581563785,29894.95728892371,13516.120138727627,5627.246198431489,35892.63599831583,26935.876073849675,8502.843824604344,16723.688142242507,22115.405637022355,14364.662767290702,16425.264479295267,3248.40119350443,26599.540729610373,17883.436407666806,18256.713089493445,9580.19856642835,3867.802679419385,27644.176991171207,3337.3949594654914,6772.122927470751,2824.4287377732007,18202.71782849776,4868.655750180316,5716.836315952469,41352.06442638283,36859.87985156485,13377.153659290709,11323.108916150513,31117.41075090178,1968.5225356067826,15318.906719181432,3343.739993660838,23259.355311580566,92983.16396006329,7839.070306063433,23245.181270869733,1544.377240280544,20349.059919847405,16387.125735393576,5712.069279156379,2803.85461686219
2018-01-01 15:00:00,17148.613397062207,10815.848928432199,13069.556531887485,60915.73857399951,13804.919164308454,7425.166585708606,2715.9921817206823,45633.45255099944,29356.7082222946,13541.224670137655,5599.011620900146,35825.48915153904,26932.573136522235,8446.727929752882,16892.580352484736,22018.740587154607,14449.084141280171,16598.32308284169,3325.391836702788,26791.469546170825,17953.28346571446,18328.926627494773,9643.726318992569,3933.319108344362,28058.563134461405,3340.7897669332615,6734.768572281195,2845.728731611983,18685.380172426616,4729.984746518399,5745.555961873566,41549.409306617825,37250.414256942175,13098.89937518633,11205.514001201143,31820.675872935586,1983.3888144263572,15564.698759324107,3383.2939181690267,23319.175249578446,91410.50901024694,7835.239584244551,23458.058372842803,1553.3979717462369,20570.007901290184,16532.048244733392,5770.652053801212,2831.8882113382724
2018-01-01 16:00:00,17471.016499338577,10765.012966236802,13063.695876425776,60135.558521243496,13880.67507912182,7691.1184490729,2888.3110046381325,47442.1637189108,29967.136075778304,13590.915677643443,5521.419526530972,36300.731702868114,27317.38318333643,8445.693852820124,17320.973939607808,21950.025040358996,15004.850346868738,17474.423770917456,3372.948840849528,27296.059780297845,18072.292892077297,18765.642929184465,9771.377579625152,3890.6997133952345,30192.976085003997,3385.3931840666896,6678.796487748522,2929.6958406209774,20232.984824400774,4757.162117850219,5582.547079413169,42692.82455984804,38538.34299983266,12921.983338988804,10805.90690674166,33834.01219373402,2069.136635429077,16423.15390188648,3396.039532030605,24181.214242679376,90169.80322268374,7657.286296276136,24710.64017415725,1588.472526811053,19742.6398301955,16775.738784522357,5953.41761339727,2900.9773023520725
