timestamp,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2018-01-01 00:00:00,6063.986680522905,4837.90603869664,4871.920233126691,21691.978572534186,2681.133015282354,1448.7798080856255,474.95914022625357,12182.291439996465,8378.63333918037,4958.314112465421,1584.5762439936238,8792.056232796142,9449.20517664783,4322.121360909092,5209.865519953863,19990.19055925019,1764.9163145036514,1965.5565366844041,920.6332034122242,5262.802302463345,5679.864908090775,7265.989425866144,4783.81143179727,1286.0479833637983,5501.404081149646,910.0663192480258,2053.2949370759384,377.519240185516,3368.8784072248072,2419.662163008045,1441.074226909547,5066.888895403566,11820.122848027235,8640.991490018809,3997.797259048992,5822.998149697984,263.2617432023871,5082.953497923698,739.8262599291555,7077.817875674333,31641.232667067627,3958.4841549082844,4334.945254758814,270.6581112066674,6257.10864675167,3919.6839046164255,2198.6763250173753,2077.497752874488
2018-01-01 01:00:00,7011.415524187907,5275.04808575193,4750.625281267034,20754.533962814978,2636.721976439397,1410.9513654142456,472.9738931278022,12264.274071673637,8385.881903716117,6205.362653446427,1570.4953900844348,9066.838339735354,12369.592361196148,4198.42729624259,5830.651152430676,26151.833749380603,1727.8292762773776,1945.1110012607392,906.7939580268943,5989.655233993229,5591.874905074506,6659.392765878677,5507.274931998678,1240.3258849080348,5608.060047605826,934.9649520266679,1987.2936346202855,364.1877227043641,3268.1938438052675,2275.2280504518826,1413.6935303632915,4979.658054238261,11730.610689536497,10189.326875513863,3831.069991706422,5749.83884123738,254.57189258535436,5186.747813311881,785.709220485805,7461.086759643131,34252.85540735516,3828.753645573873,4327.684251242696,265.1628684126122,5957.260380873987,3875.5515300157904,2204.5834757853618,2092.616084831219
2018-01-01 02:00:00,7023.350149027763,5289.291017637493,4698.3075774923045,19868.4044541274,2845.1348933415165,1373.863581570275,476.5329462991197,12808.654300162845,8608.625088747725,6234.343263721448,1800.4694989532964,9063.462830168834,12317.906228788353,4150.03332454268,5781.619942372455,26192.49504563166,1695.1197294910592,1931.05310666522,897.2153862385645,5878.01562548169,5593.761453796771,6642.605351120217,5551.967574844185,1226.6953535369637,5796.854188019391,942.1586651743435,1987.353547354799,355.77191336038055,3197.7741873428927,2232.0844302689147,1382.7324842291512,4920.879751241308,11887.916628146591,10126.100746022203,3685.2329609196886,5738.559846454203,247.34420967430583,5372.492662413315,803.8001648791721,7500.111169770958,34121.73033406395,3791.1499100301007,4363.0337763801535,260.89477091792264,5725.460323411544,3820.8068676424427,2252.174915814684,2482.2461551512297
2018-01-01 03:00:00,7065.033474728133,5316.559970847322,4625.442152449036,19769.05365576504,2851.8734653902197,1323.3753682408299,480.34020316621496,13014.770573821528,8669.526931997601,6357.580937828352,1736.8643495861083,9053.275120288063,12531.224137164229,4197.276761067997,5827.792094029719,26547.51663818671,1637.8810612240513,1909.6948379300416,882.1431296663998,5903.887928041504,5652.99524674381,6800.995066902711,5633.482242100983,1187.5220244875713,5851.035736973978,964.9948668044086,2015.5057033969167,342.3715544735981,3109.7875676373073,2198.96461408656,1375.5417623545018,4732.812017582926,11814.702625735947,10217.978260719485,3867.9348846308167,5648.394627379141,235.16245862985636,5423.558649596527,838.984035342996,7459.912508819568,34194.24851549846,3724.537181191527,4326.569103271092,247.7102768317457,5744.948940016555,3857.8567132834814,2234.2849777136153,2528.1598421867284
2018-01-01 04:00:00,6996.462830937711,5212.540377253122,4637.6219124877,19325.10255534004,2935.0671249409647,1286.1811131229852,475.6866470567946,13208.2695755122,8698.752967196959,6338.947326626612,1749.8493092681538,8960.682872284615,12408.689156071374,4160.735587554848,5783.108130165672,26048.53930343396,1592.7364022231213,1887.8469421490233,876.2337396158988,5870.026178251759,5634.170268230896,6865.687201775544,5550.250777839132,1215.9956534563746,5949.611798333159,979.7662668436443,2007.5886884706401,334.9048858246923,3049.722442521631,2158.1202674768065,1359.20856854361,4571.6535379340285,11795.483458631013,10029.970068320152,3796.295064619345,5663.114447335806,226.75058008316978,5509.843458218403,862.5528004044407,7365.827979320674,33554.82849356092,3692.193565491258,4304.951169088352,243.8339270189858,5635.920903928749,3866.0231880602237,2243.5174845569,2657.4147618660622
2018-01-01 05:00:00,6890.394788689866,5179.244461299093,4617.45525776133,18980.331908373086,2895.272174502989,1263.118846865785,480.69349178680875,13318.770336129715,8844.750370124493,6387.540438469995,1743.5174066328113,8972.46509966756,12443.077242790549,4145.697271897907,5720.586941614865,25870.392155574405,1559.5849654091696,1908.6401963336348,861.3109037031699,5856.661338032764,5628.086948100563,6954.210423154921,5520.728077734242,1231.0443496073221,6074.39029925899,996.499516221178,2022.077867690873,330.5691452358138,3022.6173370618126,2092.3629740722713,1337.3412121392698,4467.866124031655,11964.629304370399,9998.32868286969,3791.9408434474653,5700.238880627659,223.70845667236026,5588.215270443718,880.4937661392566,7310.016938007831,33121.9990920552,3681.2050550168365,4377.0938323433,241.34437301432462,5615.620285185719,3894.209577363181,2294.233988762122,2638.7213760793998
2018-01-01 06:00:00,6902.562372338288,5294.117287540189,4534.29710352304,18390.70747719661,2878.2363599604478,1203.6737363252198,466.7309870925843,12538.06814791009,8688.306985695841,6604.4112107685505,1744.0983939302196,8974.035244515813,12770.508184042661,4207.643857307991,5664.932154767255,26626.999553790134,1480.007179808528,1823.4232440556782,826.1146025476253,5942.275895149222,5662.481311922876,7082.476309339544,5608.301118749921,1237.5253858115818,5876.279684981305,1013.9383205089246,2064.7197873801993,319.4656451312702,2910.38494820427,2089.1555434893585,1306.657870036469,4247.436820789292,11919.712062066661,10334.559033081878,3749.5793694371655,5562.723376717747,208.1618376359429,5422.621615120942,896.504878239488,7160.230564130583,33336.877307060764,3671.9570214756714,4238.034247117321,230.450279376149,5539.241456935983,3932.833893211309,2289.7656920007034,2628.6638375279563
2018-01-01 07:00:00,6831.064394743051,5302.929969445146,4584.178506027999,17853.180659162856,2898.203066299352,1204.371327167819,469.2715172177127,12680.062785698607,8974.664589981392,6929.889014544242,1788.7002811758437,8863.98597347094,13300.322437817766,4239.28243769974,5651.445317324887,27775.415318283813,1476.5079331898942,1858.9911643975015,836.2227401224217,5983.59832882343,5522.001578228481,6868.880572726314,5612.373000750719,1262.8209983063057,5852.0834894527,1006.5388821263533,2111.8240481549255,322.7709622483232,2810.8609958519414,2097.3350034989394,1284.8342811879131,4232.667087000925,12235.441703018638,10735.72238418163,3742.7570947715535,5562.427364904711,209.73571963755074,5461.323056851722,898.5185769003774,7026.014463139327,32993.442816448776,3727.7055667978866,4276.3158525037525,230.75324231075422,5527.411811435108,3885.7356986307122,2361.370316302048,2658.608010993164
2018-01-01 08:00:00,7134.665244450287,5615.242197677106,4321.137386350605,17586.88487746965,2830.6935690386063,1141.9477373258203,446.4851906891386,12033.828511552761,8637.95802603915,7274.159301625934,1846.7076431385326,8911.984150710801,13991.42032132802,4336.403166076494,5663.678734628873,30078.869176924043,1404.6805650421124,1766.9596386189683,818.8117703082839,6156.861824222387,5433.988522322904,6791.532676797548,5874.657600424572,1245.3560382177275,5308.455335730436,991.0277007410755,2158.7400481853124,321.08606061122464,2667.0522422222593,1962.0056296571836,1265.9050540117184,4075.534297158322,12085.131146838192,11602.703908131809,3803.8860519411255,5394.616431162098,198.23295653753252,5010.842701360157,871.3537728215686,7055.738640948324,34488.574446019,3677.5765982435514,4061.298038737535,235.97069674479977,5604.598568788697,3842.7755782440827,2337.6686752394353,2686.489076102617
2018-01-01 09:00:00,7227.730831108311,5685.821377035476,4736.85031431073,16513.92750840003,2849.7204797369495,1156.6384203896355,434.95843487657874,11647.04487159272,8322.235880234246,7431.305605105128,1930.0022449542148,8777.094290819206,14318.599233698957,4295.229104957028,5596.71503235378,31326.128015743176,1417.9804436788388,1737.0961536209156,847.2284468430202,6092.3289316445025,5252.741005949224,6491.929794719539,5875.007653660325,1264.1087970010806,5024.955309360417,977.1830499359564,2123.2176744787357,334.14615208540374,2635.5748370577394,2015.2463820947496,1158.477406528807,4073.30280072499,12124.139926717024,12004.767020352438,3699.6080825559884,5384.309186326093,203.0257119169406,4770.450919488705,856.7809642139704,6896.458846213995,34700.62734367652,3842.703896174632,3958.033973517346,242.054447698508,5407.097552025761,3748.1364059954763,2341.902179619434,2738.9806857824674
