Scenario,Class,SubClass,Resource,Model,Fips Code,County,State,Sqmi,Land Source,Price Offered,Production,Production Unit,Production Energy Content,Energy Content Unit,Production Density per Sq Mile,BTU/Ton,USDA Region
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,13233,Polk County,Georgia,312.14,Crop,60,85.8,dt,1277733600,BTU,0.27,14892000,Southeast
near-term,agriculture land,Ag processing waste,Rice hulls,POLYSYS,48395,Robertson County,Texas,865.71,Crop,48,169.4,dt,2307566800,BTU,0.2,13622000,Southern Plains
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,40007,Beaver County,Oklahoma,1817.67,Crop,60,316.9,dt,4719274800,BTU,0.17,14892000,Southern Plains
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,37133,Onslow County,North Carolina,765.13,Crop,60,215.8,dt,3213693600,BTU,0.28,14892000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,36117,Wayne County,New York,606.81,Crop,40,35252.1,dt,6.12258E+11,BTU,58.09,17368000,Northeast
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,05129,Searcy County,Arkansas,668.33,Crop,40,3.9,dt,67735200,BTU,0.01,17368000,Delta States
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,47095,Lake County,Tennessee,193.89,Crop,70,9059,dt,1.34907E+11,BTU,46.72,14892000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,45001,Abbeville County,South Carolina,511.74,Crop,40,46.8,dt,812822400,BTU,0.09,17368000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,27085,McLeod County,Minnesota,505.58,Crop,40,49.3,dt,856242400,BTU,0.1,17368000,Lake States
near-term,agriculture land,Agricultural residues,Rice straw,POLYSYS_NAS,06011,Colusa County,California,1156.36,Crop,60,35185.1,dt,5.23977E+11,BTU,30.43,14892000,Pacific
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,48151,Fisher County,Texas,901.76,Crop,48,6224.2,dt,87873255600,BTU,6.9,14118000,Southern Plains
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,26055,Grand Traverse County,Michigan,490.28,Crop,40,65.5,dt,1137604000,BTU,0.13,17368000,Lake States
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,17117,Macoupin County,Illinois,867.7,Crop,40,206.8,dt,3591702400,BTU,0.24,17368000,Corn Belt
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,06013,Contra Costa County,California,737.89,Crop,40,3246.1,dt,56378264800,BTU,4.4,17368000,Pacific
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,17051,Fayette County,Illinois,725.29,Crop,40,37.2,dt,646089600,BTU,0.05,17368000,Corn Belt
near-term,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,37139,Pasquotank County,North Carolina,227.46,Crop,70,0,dt,0,BTU,0,14830000,Appalachia
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,40015,Caddo County,Oklahoma,1290.15,Crop,48,4628.5,dt,65345163000,BTU,3.59,14118000,Southern Plains
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,48417,Shackelford County,Texas,915.55,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,48219,Hockley County,Texas,908.56,Crop,48,31034.3,dt,4.38142E+11,BTU,34.16,14118000,Southern Plains
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,51029,Buckingham County,Virginia,583.45,Crop,40,74.2,dt,1288705600,BTU,0.13,17368000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,29025,Caldwell County,Missouri,429.64,Crop,40,2.9,dt,50367200,BTU,0.01,17368000,Corn Belt
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,06097,Sonoma County,California,1588.66,Crop,40,88424.8,dt,1.53576E+12,BTU,55.66,17368000,Pacific
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13025,Brantley County,Georgia,447.21,Crop,48,130.5,dt,1842399000,BTU,0.29,14118000,Southeast
near-term,agriculture land,Agricultural residues,Rice straw,POLYSYS_NAS,29181,Ripley County,Missouri,631.62,Crop,60,6585.2,dt,98066798400,BTU,10.43,14892000,Corn Belt
near-term,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,20171,Scott County,Kansas,717.71,Crop,70,0,dt,0,BTU,0,14830000,Northern Plains
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,13299,Ware County,Georgia,907.99,Crop,40,2016.6,dt,35024308800,BTU,2.22,17368000,Southeast
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,12113,Santa Rosa County,Florida,1023.53,Crop,60,995.3,dt,14822007600,BTU,0.97,14892000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,21087,Green County,Kentucky,288.79,Crop,40,9.6,dt,166732800,BTU,0.03,17368000,Appalachia
near-term,agriculture land,Agricultural residues,Rice straw,POLYSYS_NAS,22099,St. Martin Parish,Louisiana,809.94,Crop,60,4258.6,dt,63419071200,BTU,5.26,14892000,Delta States
near-term,agriculture land,Agricultural residues,Rice straw,POLYSYS_NAS,29031,Cape Girardeau County,Missouri,586.35,Crop,60,419.7,dt,6250172400,BTU,0.72,14892000,Corn Belt
near-term,agriculture land,Agricultural residues,Oats straw,POLYSYS,48319,Mason County,Texas,932.22,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,13199,Meriwether County,Georgia,505.09,Crop,40,18.8,dt,326518400,BTU,0.04,17368000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,08033,Dolores County,Colorado,1068.22,Crop,40,21.4,dt,371675200,BTU,0.02,17368000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,46051,Grant County,South Dakota,687.53,Crop,70,177447,dt,2.78982E+12,BTU,258.09,15722000,Northern Plains
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,34011,Cumberland County,New Jersey,498.94,Crop,40,216.4,dt,3758435199,BTU,0.43,17368000,Northeast
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,36021,Columbia County,New York,648.21,Crop,40,90.5,dt,1571804000,BTU,0.14,17368000,Northeast
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,41049,Morrow County,Oregon,2047.66,Crop,40,1,dt,17368000,BTU,0,17368000,Pacific
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,51041,Chesterfield County,Virginia,435.31,Crop,40,11.2,dt,194521600,BTU,0.03,17368000,Appalachia
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,31163,Sherman County,Nebraska,571.64,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
near-term,agriculture land,Agricultural residues,Oats straw,POLYSYS,30083,Richland County,Montana,2103.47,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,28111,Perry County,Mississippi,650.2,Crop,60,130.2,dt,1938938399,BTU,0.2,14892000,Southeast
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13009,Baldwin County,Georgia,268.28,Crop,48,37.4,dt,528013200,BTU,0.14,14118000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,39031,Coshocton County,Ohio,567.51,Crop,40,1,dt,17368000,BTU,0,17368000,Corn Belt
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,39081,Jefferson County,Ohio,410.96,Crop,40,3.1,dt,53840800,BTU,0.01,17368000,Corn Belt
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,29127,Marion County,Missouri,444.3,Crop,70,0,dt,0,BTU,0,14892000,Corn Belt
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,55017,Chippewa County,Wisconsin,1041.27,Crop,40,296,dt,5140928000,BTU,0.28,17368000,Lake States
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,47011,Bradley County,Tennessee,331.45,Crop,40,38,dt,659983999,BTU,0.11,17368000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,29061,Daviess County,Missouri,569.05,Crop,40,8.7,dt,151101600,BTU,0.02,17368000,Corn Belt
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,48387,Red River County,Texas,1056.74,Crop,40,3217.8,dt,55886750400,BTU,3.05,17368000,Southern Plains
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,40059,Harper County,Oklahoma,1040.62,Crop,60,14.1,dt,209977200,BTU,0.01,14892000,Southern Plains
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,51177,Spotsylvania County,Virginia,414.31,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,40037,Creek County,Oklahoma,969.51,Crop,40,56.4,dt,979555200,BTU,0.06,17368000,Southern Plains
near-term,agriculture land,Agricultural residues,Oats straw,POLYSYS,46085,Lyman County,South Dakota,1706.88,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,13229,Pierce County,Georgia,343.23,Crop,70,0,dt,0,BTU,0,14892000,Southeast
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13055,Chattooga County,Georgia,313.55,Crop,48,99,dt,1397682000,BTU,0.32,14118000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, citrus",NASS 2017 Census,48157,Fort Bend County,Texas,885.25,Crop,40,5.8,dt,100734400,BTU,0.01,17368000,Southern Plains
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,51093,Isle of Wight County,Virginia,320.29,Crop,60,899.9,dt,13401310800,BTU,2.81,14892000,Appalachia
near-term,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,20065,Graham County,Kansas,898.76,Crop,70,0,dt,0,BTU,0,14830000,Northern Plains
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13033,Burke County,Georgia,834.98,Crop,48,7181.3,dt,1.01386E+11,BTU,8.6,14118000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,22067,Morehouse Parish,Louisiana,806.1,Crop,40,10.4,dt,180627200,BTU,0.01,17368000,Delta States
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,20177,Shawnee County,Kansas,555.73,Crop,40,3.1,dt,53840800,BTU,0.01,17368000,Northern Plains
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,48287,Lee County,Texas,634.11,Crop,40,16.2,dt,281361600,BTU,0.03,17368000,Southern Plains
near-term,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,31079,Hall County,Nebraska,552.14,Crop,70,218,dt,3232940000,BTU,0.39,14830000,Northern Plains
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,37193,Wilkes County,North Carolina,756.33,Crop,40,670.4,dt,11643507200,BTU,0.89,17368000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, citrus",NASS 2017 Census,12031,Duval County,Florida,773.31,Crop,40,4.6,dt,79892800,BTU,0.01,17368000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,21215,Spencer County,Kentucky,191.66,Crop,40,9.8,dt,170206400,BTU,0.05,17368000,Appalachia
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,26017,Bay County,Michigan,445.48,Crop,70,41510,dt,6.5262E+11,BTU,93.18,15722000,Lake States
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,17051,Fayette County,Illinois,725.29,Crop,70,0,dt,0,BTU,0,14892000,Corn Belt
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,38089,Stark County,North Dakota,1340.33,Crop,70,131294,dt,1.95523E+12,BTU,97.96,14892000,Northern Plains
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,12071,Lee County,Florida,814.66,Crop,40,1,dt,17368000,BTU,0,17368000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,06031,Kings County,California,1392.2,Crop,40,13938,dt,2.42075E+11,BTU,10.01,17368000,Pacific
near-term,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,20199,Wallace County,Kansas,913.71,Crop,70,0,dt,0,BTU,0,14830000,Northern Plains
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,05085,Lonoke County,Arkansas,803.39,Crop,70,0,dt,0,BTU,0,14892000,Delta States
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,01117,Shelby County,Alabama,809.49,Crop,48,622.5,dt,8788455000,BTU,0.77,14118000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,30081,Ravalli County,Montana,2400.35,Crop,40,1.2,dt,20841600,BTU,0,17368000,Mountain States
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,51183,Sussex County,Virginia,492.83,Crop,48,1181.5,dt,16680417000,BTU,2.4,14118000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,13187,Lumpkin County,Georgia,284.21,Crop,40,198.9,dt,3454495200,BTU,0.7,17368000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,01037,Coosa County,Alabama,666.35,Crop,40,33.3,dt,578354400,BTU,0.05,17368000,Southeast
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,29207,Stoddard County,Missouri,828.94,Crop,48,17491.2,dt,2.46941E+11,BTU,21.1,14118000,Corn Belt
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,36115,Washington County,New York,845.89,Crop,40,118.5,dt,2058108000,BTU,0.14,17368000,Northeast
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,18151,Steuben County,Indiana,322.47,Crop,40,7.3,dt,126786400,BTU,0.02,17368000,Corn Belt
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,22025,Catahoula Parish,Louisiana,739.44,Crop,60,1072.6,dt,15973159199,BTU,1.45,14892000,Delta States
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,06065,Riverside County,California,7303.18,Crop,40,26505.6,dt,4.60349E+11,BTU,3.63,17368000,Pacific
near-term,agriculture land,Agricultural residues,Rice straw,POLYSYS_NAS,06095,Solano County,California,836.07,Crop,60,1115,dt,16604580000,BTU,1.33,14892000,Pacific
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,12119,Sumter County,Florida,579.83,Crop,40,235.1,dt,4083216800,BTU,0.41,17368000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,51191,Washington County,Virginia,566.21,Crop,40,103.3,dt,1794114400,BTU,0.18,17368000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,55009,Brown County,Wisconsin,531.24,Crop,40,63.4,dt,1101131200,BTU,0.12,17368000,Lake States
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,48189,Hale County,Texas,1004.77,Crop,48,35985.9,dt,5.08049E+11,BTU,35.82,14118000,Southern Plains
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,01039,Covington County,Alabama,1043.77,Crop,48,3337.2,dt,47114589600,BTU,3.2,14118000,Southeast
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,37103,Jones County,North Carolina,473.7,Crop,48,1264.7,dt,17855034600,BTU,2.67,14118000,Appalachia
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,01023,Choctaw County,Alabama,920.86,Crop,60,63.4,dt,944152800,BTU,0.07,14892000,Southeast
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,22029,Concordia Parish,Louisiana,747.37,Crop,70,0,dt,0,BTU,0,14892000,Delta States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,53073,Whatcom County,Washington,2164.09,Crop,70,0,dt,0,BTU,0,15722000,Pacific
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,40043,Dewey County,Oklahoma,1008.38,Crop,70,0,dt,0,BTU,0,15722000,Southern Plains
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,40009,Beckham County,Oklahoma,903.81,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,48249,Jim Wells County,Texas,868.55,Crop,48,5918.9,dt,83563030200,BTU,6.81,14118000,Southern Plains
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,13261,Sumter County,Georgia,492.61,Crop,60,2037.6,dt,30343939200,BTU,4.14,14892000,Southeast
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13049,Charlton County,Georgia,782.39,Crop,48,50.5,dt,712959000,BTU,0.06,14118000,Southeast
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,40051,Grady County,Oklahoma,1104.93,Crop,48,481,dt,6790758000,BTU,0.44,14118000,Southern Plains
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,27147,Steele County,Minnesota,432.34,Crop,40,10.4,dt,180627200,BTU,0.02,17368000,Lake States
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,48259,Kendall County,Texas,663.03,Crop,40,207,dt,3595176000,BTU,0.31,17368000,Southern Plains
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,47053,Gibson County,Tennessee,603.65,Crop,60,1722.5,dt,25651470000,BTU,2.85,14892000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,48073,Cherokee County,Texas,1062.17,Crop,40,5.2,dt,90313600,BTU,0,17368000,Southern Plains
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,29133,Mississippi County,Missouri,428.78,Crop,60,200.9,dt,2991802800,BTU,0.47,14892000,Corn Belt
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,05055,Greene County,Arkansas,579.38,Crop,40,12.5,dt,217100000,BTU,0.02,17368000,Delta States
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,18149,Starke County,Indiana,312.21,Crop,40,110.2,dt,1913953600,BTU,0.35,17368000,Corn Belt
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,22033,East Baton Rouge Parish,Louisiana,470.35,Crop,40,10.4,dt,180627200,BTU,0.02,17368000,Delta States
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,13159,Jasper County,Georgia,373.46,Crop,40,2,dt,34736000,BTU,0.01,17368000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,31131,Otoe County,Nebraska,619.02,Crop,40,17.7,dt,307413600,BTU,0.03,17368000,Northern Plains
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,18029,Dearborn County,Indiana,307.41,Crop,40,1,dt,17368000,BTU,0,17368000,Corn Belt
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,05107,Phillips County,Arkansas,727.41,Crop,60,2980.3,dt,44382627600,BTU,4.1,14892000,Delta States
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,45063,Lexington County,South Carolina,757.62,Crop,40,19.2,dt,333465600,BTU,0.03,17368000,Southeast
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,01049,DeKalb County,Alabama,778.66,Crop,70,282,dt,4199544000,BTU,0.36,14892000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,53063,Spokane County,Washington,1780.98,Crop,40,5.9,dt,102471200,BTU,0,17368000,Pacific
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,39111,Monroe County,Ohio,457.46,Crop,40,37.8,dt,656510400,BTU,0.08,17368000,Corn Belt
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,19037,Chickasaw County,Iowa,505.66,Crop,40,5.2,dt,90313600,BTU,0.01,17368000,Corn Belt
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,30041,Hill County,Montana,2916.47,Crop,70,569092,dt,8.47492E+12,BTU,195.13,14892000,Mountain States
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,06019,Fresno County,California,6011.13,Crop,40,259141.8,dt,4.50077E+12,BTU,43.11,17368000,Pacific
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,47187,Williamson County,Tennessee,584.03,Crop,40,168.7,dt,2929981600,BTU,0.29,17368000,Appalachia
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,06079,San Luis Obispo County,California,3319.47,Crop,60,47.9,dt,713326800,BTU,0.01,14892000,Pacific
near-term,agriculture land,Ag processing waste,Rice hulls,POLYSYS,28083,Leflore County,Mississippi,606.38,Crop,48,2886.5,dt,39319903000,BTU,4.76,13622000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,27153,Todd County,Minnesota,979.51,Crop,70,132729,dt,2.08677E+12,BTU,135.51,15722000,Lake States
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,21097,Harrison County,Kentucky,309.88,Crop,40,44.3,dt,769402400,BTU,0.14,17368000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,42065,Jefferson County,Pennsylvania,656.8,Crop,40,19.8,dt,343886400,BTU,0.03,17368000,Northeast
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,45007,Anderson County,South Carolina,755.76,Crop,60,14.1,dt,209977200,BTU,0.02,14892000,Southeast
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,01121,Talladega County,Alabama,760.32,Crop,48,1483.6,dt,20945464800,BTU,1.95,14118000,Southeast
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,48203,Harrison County,Texas,915.75,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,37019,Brunswick County,North Carolina,857.65,Crop,48,29.6,dt,417892799,BTU,0.03,14118000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,54007,Braxton County,West Virginia,516.27,Crop,40,2.1,dt,36472800,BTU,0,17368000,Appalachia
near-term,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,37001,Alamance County,North Carolina,434.24,Crop,60,34.9,dt,519730800,BTU,0.08,14892000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,12019,Clay County,Florida,619.21,Crop,40,9.4,dt,163259200,BTU,0.02,17368000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,48193,Hamilton County,Texas,836.39,Crop,40,3484,dt,60510112000,BTU,4.17,17368000,Southern Plains
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,48123,DeWitt County,Texas,910.49,Crop,40,2891.2,dt,50214361600,BTU,3.18,17368000,Southern Plains
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,45005,Allendale County,South Carolina,412.42,Crop,48,819.7,dt,11572524599,BTU,1.99,14118000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,42073,Lawrence County,Pennsylvania,361.78,Crop,70,23143,dt,3.63854E+11,BTU,63.97,15722000,Northeast
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,22105,Tangipahoa Parish,Louisiana,796.63,Crop,40,26.1,dt,453304800,BTU,0.03,17368000,Delta States
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,29049,Clinton County,Missouri,423.48,Crop,40,34.8,dt,604406400,BTU,0.08,17368000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,29023,Butler County,Missouri,699.08,Crop,70,7306,dt,1.14865E+11,BTU,10.45,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,21089,Greenup County,Kentucky,354.45,Crop,40,3,dt,52104000,BTU,0.01,17368000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,47025,Claiborne County,Tennessee,441.58,Crop,40,20.6,dt,357780800,BTU,0.05,17368000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,06017,El Dorado County,California,1786.36,Crop,40,210,dt,3647280000,BTU,0.12,17368000,Pacific
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13079,Crawford County,Georgia,326.46,Crop,48,313.8,dt,4430228399,BTU,0.96,14118000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,48053,Burnet County,Texas,1021.77,Crop,40,212.2,dt,3685489600,BTU,0.21,17368000,Southern Plains
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,51177,Spotsylvania County,Virginia,414.31,Crop,40,37.4,dt,649563200,BTU,0.09,17368000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,37031,Carteret County,North Carolina,514.13,Crop,40,22.9,dt,397727200,BTU,0.04,17368000,Appalachia
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,27057,Hubbard County,Minnesota,999.49,Crop,40,23.4,dt,406411200,BTU,0.02,17368000,Lake States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,29029,Camden County,Missouri,708.66,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,12005,Bay County,Florida,765.78,Crop,40,11.4,dt,197995200,BTU,0.01,17368000,Southeast
near-term,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,22017,Caddo Parish,Louisiana,937.04,Crop,40,703,dt,12209704000,BTU,0.75,17368000,Delta States
near-term,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,19167,Sioux County,Iowa,768.99,Crop,40,47.8,dt,830190400,BTU,0.06,17368000,Corn Belt
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,46079,Lake County,South Dakota,575.16,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
near-term,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,12133,Washington County,Florida,615.95,Crop,48,902.7,dt,12744318600,BTU,1.47,14118000,Southeast
